Course Delivery Mode,Faculty,Currency,Career_Outcomes/path,Currency_Time,Course_Lang,Country,Duration,Website,Part_Time,Blended,Full_Time,Course,Prerequisite_2_grade_2,Online,Availability,Face_to_Face,Prerequisite_1_grade_1,Int_Fees,Offline,Prerequisite_1,Description,Remarks,Level_Code,City,Distance,University,Prerequisite_2,Duration_Time,Local_Fees,FREE TAFE
Traineeship,Horticulture and Environment,AUD,horticulture workerhorticulture assistantapprenticeship.,Years,English,Australia,2.0,https://holmesglen.edu.au/Courses/Horticulture-and-Environment/Horticulture/Certificate-II-in-Horticulture-VET-Delivered-to-Secondary-School-Students,Yes,No,No,Certificate II in Horticulture,Na,No,D,Yes,,NoIntFee,Yes,ATAR,This Certificate II in Horticulture is a VET Delivered to Secondary School Students course and offers students a chance to acquire a wide range of horticulture skills.,,CERTII,Melbourne,No,Holmesglen Institute,IELTS,Years,NoLocalFee,No
Traineeship,Horticulture and Environment,AUD,general arborist,Years,English,Australia,2.0,https://holmesglen.edu.au/Courses/Horticulture-and-Environment/Horticulture/Certificate-III-in-Arboriculture-Traineeship-and-non-traineeship,Yes,No,No,Certificate III in Arboriculture,Na,No,D,Yes,,NoIntFee,Yes,ATAR,"The Certificate III in Arboriculture provides you with the necessary skills and knowledge that, when combined with workplace skills, will enable you to perform the function of an arboriculture tradesperson.",,CERTIII,Melbourne,No,Holmesglen Institute,IELTS,Years,NoLocalFee,No
Apprenticeship,Horticulture and Environment,AUD,Landscaperlandscape gardener,Years,English,Australia,3.0,https://holmesglen.edu.au/Courses/Horticulture-and-Environment/Horticulture/Certificate-III-in-Landscape-Construction-Apprenticeship-and-non-apprenticeship,Yes,No,No,Certificate III in Landscape Construction,Na,No,D,Yes,,NoIntFee,Yes,ATAR,"The Certificate III in Landscape Construction provides skills and knowledge in areas including building concrete/brick/block/stone structures and features, installing drainage systems, implementing paving and retaining wall projects, offering information on plants and their culture, and constructing soil profiles.",,CERTIII,Melbourne,No,Holmesglen Institute,IELTS,Years,"4,830.00",No
Apprenticeship,Horticulture and Environment,AUD,local government gardenerhorticultural techniciangrounds maintenanceprivate garden maintenance,Years,English,Australia,3.0,https://holmesglen.edu.au/Courses/Horticulture-and-Environment/Horticulture/Certificate-III-in-Parks-and-Gardens-Apprenticeship-and-non-apprenticeship,Yes,No,No,Certificate III in Parks and Gardens,Na,No,D,Yes,,NoIntFee,Yes,ATAR,"The Certificate III in Parks and Gardens will give you the skills and knowledge to work in the management and maintenance of public and private parks, reserves and gardens, natural bushland and community recreation areas.",,CERTIII,Melbourne,No,Holmesglen Institute,IELTS,Years,"4,794.00",No
Apprenticeship,Horticulture and Environment,AUD,greenkeepergroundspersongolf course foremanassistant superintendent,Years,English,Australia,3.0,https://holmesglen.edu.au/Courses/Horticulture-and-Environment/Horticulture/Certificate-III-in-Sports-Turf-Management-Apprenticeship,Yes,No,No,Certificate III in Sports Turf Management,Na,No,D,Yes,,NoIntFee,Yes,ATAR,"The Certificate III in Sports Turf Management will provide you with the necessary skills and knowledge that, when combined with workplace skills enhancement, will enable you to perform the work of a turf tradesperson.",,CERTIII,Melbourne,No,Holmesglen Institute,IELTS,Years,NoLocalFee,No
Apprenticeship,Horticulture and Environment,AUD,greenkeepergoundspersongolf course foremanassistant superintendent,Years,English,Australia,3.0,https://holmesglen.edu.au/Courses/Horticulture-and-Environment/Horticulture/Certificate-III-in-Sports-Turf-Management-Apprenticeship-and-non-appenticeship,Yes,No,No,Certificate III in Sports Turf Management,Na,No,D,Yes,,NoIntFee,Yes,ATAR,"This Certificate III in Sports Turf Management provides you with the necessary skills and knowledge that, when combined with workplace skills enhancement, will enable you to perform the work of a turf tradesperson.",,CERTIII,Melbourne,No,Holmesglen Institute,IELTS,Years,"4,794.00",No
Normal,Horticulture and Environment,AUD,irrigation installation and service technicianhorticulture team leader gardener (general),Years,English,Australia,1.0,https://holmesglen.edu.au/Courses/Horticulture-and-Environment/Horticulture/Certificate-IV-in-Horticulture,Yes,No,Yes,Certificate IV in Horticulture,Na,No,D,Yes,,NoIntFee,Yes,ATAR,"The Certificate IV in Horticulture allows you to develop post-trade skills and knowledge across a broad coverage of the horticulture industry, prior to undertaking higher level roles in the workplace.",,CERTIV,Melbourne,No,Holmesglen Institute,IELTS,Year,"14,000.00",No
Normal,Horticulture and Environment,AUD,assistant managermanager of turf related areasgolf course superintendentsenior bowling green-keeperturf consultantsowner operator of a turf specialist company,Years,English,Australia,2.0,https://holmesglen.edu.au/Courses/Horticulture-and-Environment/Horticulture/Diploma-of-Sports-Turf-Management,Yes,No,No,Diploma of Sports Turf Management,Na,No,D,Yes,,NoIntFee,Yes,ATAR,This course has been developed for those currently working in the sports turf area who have successfully completed a AHC31316 Certificate III in Sports Turf Management.,,DIP,Melbourne,No,Holmesglen Institute,IELTS,Years,"10,684.80",No
Normal,Horticulture and Environment,AUD,senior horticulturalistparks and gardens managerhorticulture enterprise manager,Years,English,Australia,18.0,https://holmesglen.edu.au/Courses/Horticulture-and-Environment/Horticulture/Diploma-of-Horticulture,Yes,No,Yes,Diploma of Horticulture,5.5,No,A,Yes,,"13,800",Yes,ATAR,"If you see yourself managing or working in nurseries, parks, private or community gardens and reserves, the Diploma of Horticulture is the ideal qualification.",,DIP,Melbourne,No,Holmesglen Institute,IELTS,Months,"15,376.00",No
Normal,Horticulture and Environment,AUD,landscape designerlandscape consultantproject management,Years,English,Australia,18.0,https://holmesglen.edu.au/Courses/Horticulture-and-Environment/Horticulture/Diploma-of-Landscape-Design,Yes,No,Yes,Diploma of Landscape Design,5.5,No,A,Yes,,"13,800",Yes,ATAR,"The Diploma of Landscape Design, through practical projects and discussions, will teach you how to design  specialised landscapes, produce computer-aided drawings and manage landscape projects.",,DIP,Melbourne,No,Holmesglen Institute,IELTS,Months,"15,721.50",No
Normal,"Sport, Fitness and Wellbeing",AUD,gym instructorpersonal trainer,Years,English,Australia,6.0,https://holmesglen.edu.au/Courses/Sport-Fitness-and-Wellbeing/Fitness-and-Recreation/Certificate-III-in-Fitness,No,No,Yes,Certificate III in Fitness,Na,No,D,Yes,,NoIntFee,Yes,ATAR,"The Certificate III in Fitness will give you the skills and knowledge to be a fitness or gym instructor at a fitness, leisure or community centre.",,CERTIII,Melbourne,No,Holmesglen Institute,IELTS,Months,"7,527.60",No
Normal,"Sport, Fitness and Wellbeing",AUD,gym instructorpersonal trainerolder adults trainerPT coordinatorPT manager,Years,English,Australia,6.0,https://holmesglen.edu.au/Courses/Sport-Fitness-and-Wellbeing/Fitness-and-Recreation/Certificate-IV-in-Fitness,No,No,Yes,Certificate IV in Fitness,Na,No,D,Yes,,NoIntFee,Yes,ATAR,"Through this Certificate IV in Fitness, you will learn how to tailor personal training programs for a range of clients, including older adults and children.",,CERTIV,Melbourne,No,Holmesglen Institute,IELTS,Months,"13,128.50",No
Normal,"Sport, Fitness and Wellbeing",AUD,"trip leadersenior outdoor guideoutdoor education facilitatoroutdoor activity specialistsmanagement roles, ie: logistics manager, resource manager, program operations manager",Years,English,Australia,1.0,https://holmesglen.edu.au/Courses/Sport-Fitness-and-Wellbeing/Fitness-and-Recreation/Diploma-of-Outdoor-Leadership-with-Certificate-III-in-Tourism-SIT30116,No,No,Yes,Diploma of Outdoor Leadership,Na,No,D,Yes,,NoIntFee,Yes,ATAR,"If you have experience and a passion for the great outdoors, the Diploma of Outdoor Leadership, coupled with the Certificate III in Tourism, is for you. Your studies will take you to numerous locations within south eastern Australia, as you learn to lead groups in coastal, alpine, desert and mountain environments.",,DIP,Melbourne,No,Holmesglen Institute,IELTS,Year,NoLocalFee,No
Normal,"Sport, Fitness and Wellbeing",AUD,Salon assistant,Years,English,Australia,6.0,https://holmesglen.edu.au/Courses/Sport-Fitness-and-Wellbeing/Natural-Therapies/Certificate-II-in-Salon-Assistant,No,No,Yes,Certificate II in Salon Assistant,Na,No,D,Yes,,NoIntFee,Yes,ATAR,Study the Certificate II in Salon Assistant and gain the hands-on skills you need in this pre-apprenticeship program for the beauty and service industry.,,CERTII,Melbourne,No,Holmesglen Institute,IELTS,Months,"4,120.50",Yes
Normal,"Sport, Fitness and Wellbeing",AUD,beauticianbeauty therapist,Years,English,Australia,6.0,https://holmesglen.edu.au/Courses/Sport-Fitness-and-Wellbeing/Natural-Therapies/Certificate-III-in-Beauty-Services,No,No,Yes,Certificate III in Beauty Services,Na,No,D,Yes,,NoIntFee,Yes,ATAR,"Study the Certificate III in Beauty Services and gain the hands-on skills you need to start work as a beautician. You will learn to provide a range of beauty services including nail, waxing, lash and brow and make-up.",,CERTIII,Melbourne,No,Holmesglen Institute,IELTS,Months,"5,518.80",No
Traineeship,"Sport, Fitness and Wellbeing",AUD,beauticianbeauty therapist.,Years,English,Australia,2.0,https://holmesglen.edu.au/Courses/Sport-Fitness-and-Wellbeing/Natural-Therapies/Certificate-III-in-Beauty-Services-VET-Delivered-to-Secondary-Schools,Yes,No,No,Certificate III in Beauty Services,Na,No,D,Yes,,NoIntFee,Yes,ATAR,"Study the Certificate III in Beauty Services and gain the hands-on skills you need to start work as a beautician. You will learn to provide a range of beauty services including nail, waxing, lash and brow and make-up.",,CERTIII,Melbourne,No,Holmesglen Institute,IELTS,Years,NoLocalFee,No
Normal,"Sport, Fitness and Wellbeing",AUD,dietitian assistantnutrition assistant,Years,English,Australia,1.0,https://holmesglen.edu.au/Courses/Sport-Fitness-and-Wellbeing/Natural-Therapies/Certificate-IV-in-Allied-Health-Assistance-Nutrition-and-dietetics,No,No,Yes,Certificate IV in Allied Health Assistance,Na,No,D,Yes,,NoIntFee,Yes,ATAR,"If you are interested in nutrition, food and working with people, the Certificate IV in Allied Health Assistance can increase your knowledge and career opportunities within the nutrition and dietetic specialisation.",,CERTIV,Melbourne,No,Holmesglen Institute,IELTS,Year,"15,950.00",Yes
Traineeship,"Sport, Fitness and Wellbeing",AUD,sports recreation officerfitness instructingsports developmentsports coaching,Years,English,Australia,2.0,https://holmesglen.edu.au/Courses/Sport-Fitness-and-Wellbeing/Sport/Certificate-III-in-Sport-and-Recreation-VET-Delivered-to-Secondary-School-Students,Yes,No,No,Certificate III in Sport and Recreation,Na,No,D,Yes,,NoIntFee,Yes,ATAR,"If you are enthusiastic about physical fitness and sport, the Certificate III in Sport and Recreation may be for you, with its emphasis on sporting skills and sports industry knowledge.",,CERTIII,Melbourne,No,Holmesglen Institute,IELTS,Years,NoLocalFee,No
Normal,"Sport, Fitness and Wellbeing",AUD,high-performance coachsport development managertalent managersporting event manager,Years,English,Australia,1.0,https://holmesglen.edu.au/Courses/Sport-Fitness-and-Wellbeing/Sport/Diploma-of-Sport-with-Diploma-of-Event-Management-SiT50316,No,No,Yes,Diploma of Sport,Na,No,A,Yes,,No int,Yes,ATAR,"Kick off your career in the sports industry at Holmesglen through the Diploma of Sport and Diploma of Event Management, delivered with the support of the St Kilda Football Club.",,DIP,Melbourne,No,Holmesglen Institute,IELTS,Years,NoLocalFee,No
Normal,"Sport, Fitness and Wellbeing",AUD,Relevant Masters or other post-graduate qualifications.,Years,English,Australia,3.0,https://holmesglen.edu.au/Courses/Sport-Fitness-and-Wellbeing/Sport/Bachelor-of-Sport-Business,Yes,No,Yes,Bachelor of Sport Business,6.0,No,A,Yes,,"18,300",Yes,ATAR,The Bachelor of Sport Business has been designed to develop students to work in the ever growing and competitive sports industry.,,BA,Melbourne,No,Holmesglen Institute,IELTS,Years,"15,964.30",No
Normal,"Sport, Fitness and Wellbeing",AUD,sports journalistsocial media coordinatorsports commentatorsport television producersports communications coordinatorsports analystsports public relationssport sponsorshipsports programmermedia and digital officerradio producersports marketing officer.,Years,English,Australia,3.0,https://holmesglen.edu.au/Courses/Sport-Fitness-and-Wellbeing/Sport/Bachelor-of-Sports-Media,Yes,No,Yes,Bachelor of Sports Media,Na,No,D,Yes,,NoIntFee,Yes,ATAR,"The Bachelor of Sports Media has been designed to nurture students that aspire to work in the sports media industry. The course has four streams: sport, media, journalism, and communications. Students will be equipped to work in a variety of roles with sports leagues and clubs, sports media organisations, media organisations and sports agencies.",,BA,Melbourne,No,Holmesglen Institute,IELTS,Years,"15,964.30",No
